Date,Time,Activity,Category,Productivity,Time Spent (seconds)
2026-02-25,11:22:00,terminal,Software Development,2,95
2026-02-25,11:23:36,github.com,Software Development,2,304
2026-02-25,11:28:40,docs.google.com,Reference & Learning,1,55
2026-02-25,11:29:35,slack.com,Communication,0,138
2026-02-25,11:31:54,slack.com,Communication,0,225
2026-02-25,11:35:40,VS Code,Software Development,2,119
2026-02-25,11:37:40,VS Code,Software Development,2,93
2026-02-25,11:39:13,terminal,Software Development,2,222
2026-02-25,11:42:56,twitter.com,Social Media,-2,153
2026-02-25,11:45:30,terminal,Software Development,2,60
2026-02-25,11:46:30,mail.google.com,Communication,0,95
2026-02-25,11:48:06,docs.google.com,Reference & Learning,1,176
2026-02-25,11:51:02,stackoverflow.com,Reference & Learning,1,38
2026-02-25,11:51:41,github.com,Software Development,2,160
2026-02-25,11:54:22,twitter.com,Social Media,-2,93
2026-02-25,11:55:55,twitter.com,Social Media,-2,249
2026-02-25,12:00:04,twitter.com,Social Media,-2,251
2026-02-25,12:04:16,slack.com,Communication,0,59
2026-02-25,12:05:15,slack.com,Communication,0,56
2026-02-25,12:06:12,mail.google.com,Communication,0,46
2026-02-25,12:06:58,mail.google.com,Communication,0,138
2026-02-25,12:09:17,slack.com,Communication,0,252
2026-02-25,12:13:29,mail.google.com,Communication,0,59
2026-02-25,12:14:29,slack.com,Communication,0,304
2026-02-25,12:19:34,VS Code,Software Development,2,89
2026-02-25,12:21:04,github.com,Software Development,2,146
2026-02-25,12:23:30,VS Code,Software Development,2,211
2026-02-25,12:27:02,docs.google.com,Reference & Learning,1,268
2026-02-25,12:31:30,stackoverflow.com,Reference & Learning,1,314
2026-02-25,12:36:45,terminal,Software Development,2,323
2026-02-25,12:42:09,docs.google.com,Reference & Learning,1,316
2026-02-25,12:47:25,VS Code,Software Development,2,231
2026-02-25,12:51:16,slack.com,Communication,0,145
2026-02-25,12:53:42,youtube.com,Entertainment,-2,53
2026-02-25,12:54:35,stackoverflow.com,Reference & Learning,1,186
2026-02-25,12:57:41,youtube.com,Entertainment,-2,94
2026-02-25,12:59:16,VS Code,Software Development,2,120
2026-02-25,13:01:16,terminal,Software Development,2,286
2026-02-25,13:06:02,slack.com,Communication,0,243
2026-02-25,13:10:06,VS Code,Software Development,2,324
2026-02-25,13:15:30,github.com,Software Development,2,164
2026-02-25,13:18:14,VS Code,Software Development,2,156
2026-02-25,13:20:51,VS Code,Software Development,2,143
2026-02-25,13:23:14,VS Code,Software Development,2,917
2026-02-25,13:38:31,github.com,Software Development,2,707
2026-02-25,13:50:19,VS Code,Software Development,2,1312
2026-02-25,14:12:11,VS Code,Software Development,2,772
2026-02-25,14:25:04,github.com,Software Development,2,1405
2026-02-25,14:48:29,VS Code,Software Development,2,1384
2026-02-25,15:11:34,youtube.com,Entertainment,-2,319
2026-02-25,15:16:54,github.com,Software Development,2,1283
2026-02-25,15:38:17,VS Code,Software Development,2,1069
2026-02-25,15:56:07,VS Code,Software Development,2,1055
2026-02-25,16:13:42,VS Code,Software Development,2,1073
2026-02-25,16:31:36,VS Code,Software Development,2,968
2026-02-25,16:47:44,VS Code,Software Development,2,1096
2026-02-25,17:06:00,github.com,Software Development,2,745
2026-02-25,17:18:26,terminal,Software Development,2,779
2026-02-25,17:31:25,slack.com,Communication,0,759
2026-02-25,17:44:05,VS Code,Software Development,2,425
2026-02-25,17:51:10,github.com,Software Development,2,1037
2026-02-25,18:08:28,VS Code,Software Development,2,551
2026-02-25,18:17:39,VS Code,Software Development,2,768
2026-02-25,18:30:27,terminal,Software Development,2,469
2026-02-25,18:38:16,VS Code,Software Development,2,365
2026-02-25,18:44:22,VS Code,Software Development,2,1432
2026-02-25,19:08:14,VS Code,Software Development,2,1477
2026-02-25,19:32:52,VS Code,Software Development,2,656
2026-02-25,19:43:48,VS Code,Software Development,2,1326
2026-02-25,20:05:55,terminal,Software Development,2,805
2026-02-25,20:19:20,VS Code,Software Development,2,1198
2026-02-25,20:39:19,docs.google.com,Reference & Learning,1,36
2026-02-25,20:39:56,slack.com,Communication,0,313
2026-02-25,20:45:09,docs.google.com,Reference & Learning,1,71
2026-02-25,20:46:20,stackoverflow.com,Reference & Learning,1,277
2026-02-25,20:50:58,terminal,Software Development,2,295
2026-02-25,20:55:53,twitter.com,Social Media,-2,130
2026-02-25,20:58:04,docs.google.com,Reference & Learning,1,68
2026-02-25,20:59:12,VS Code,Software Development,2,69
2026-02-25,21:00:22,slack.com,Communication,0,196
2026-02-25,21:03:38,youtube.com,Entertainment,-2,140
2026-02-25,21:05:58,youtube.com,Entertainment,-2,107
2026-02-25,21:07:45,github.com,Software Development,2,201
2026-02-25,21:11:07,stackoverflow.com,Reference & Learning,1,199
2026-02-25,21:14:26,VS Code,Software Development,2,249
2026-02-25,21:18:36,docs.google.com,Reference & Learning,1,189
2026-02-25,21:21:45,stackoverflow.com,Reference & Learning,1,205
2026-02-25,21:25:11,slack.com,Communication,0,327
2026-02-25,21:30:38,youtube.com,Entertainment,-2,317
2026-02-25,21:35:55,stackoverflow.com,Reference & Learning,1,288
2026-02-25,21:40:43,terminal,Software Development,2,173
2026-02-25,21:43:37,terminal,Software Development,2,302
2026-02-25,21:48:39,mail.google.com,Communication,0,233
2026-02-25,21:52:32,VS Code,Software Development,2,88
2026-02-25,21:54:01,twitter.com,Social Media,-2,214
2026-02-25,21:57:36,terminal,Software Development,2,227
2026-02-25,22:01:23,VS Code,Software Development,2,261
2026-02-25,22:05:44,youtube.com,Entertainment,-2,301
2026-02-25,22:10:46,youtube.com,Entertainment,-2,268
2026-02-25,22:15:14,docs.google.com,Reference & Learning,1,245
2026-02-25,22:19:19,youtube.com,Entertainment,-2,300
2026-02-25,22:24:19,VS Code,Software Development,2,101
2026-02-25,22:26:01,docs.google.com,Reference & Learning,1,299
2026-02-25,22:31:00,github.com,Software Development,2,59
2026-02-25,22:31:59,slack.com,Communication,0,274
2026-02-25,22:36:33,VS Code,Software Development,2,114
2026-02-25,22:38:28,mail.google.com,Communication,0,317
2026-02-25,22:43:45,stackoverflow.com,Reference & Learning,1,62
2026-02-25,22:44:48,mail.google.com,Communication,0,222
2026-02-25,22:48:31,youtube.com,Entertainment,-2,42
2026-02-25,22:49:13,docs.google.com,Reference & Learning,1,186
2026-02-25,22:52:20,mail.google.com,Communication,0,260
2026-02-25,22:56:40,VS Code,Software Development,2,257
2026-02-25,23:00:58,twitter.com,Social Media,-2,162
2026-02-25,23:03:40,VS Code,Software Development,2,50
2026-02-25,23:04:31,terminal,Software Development,2,266
2026-02-25,23:08:57,docs.google.com,Reference & Learning,1,277
2026-02-25,23:13:34,terminal,Software Development,2,196
2026-02-25,23:16:51,github.com,Software Development,2,79
2026-02-25,23:18:11,VS Code,Software Development,2,77
2026-02-25,23:19:28,slack.com,Communication,0,189
2026-02-25,23:22:38,github.com,Software Development,2,257
2026-02-25,23:26:55,youtube.com,Entertainment,-2,221
2026-02-25,23:30:37,docs.google.com,Reference & Learning,1,268
2026-02-25,23:35:05,twitter.com,Social Media,-2,171
2026-02-25,23:37:57,youtube.com,Entertainment,-2,237
2026-02-25,23:41:54,slack.com,Communication,0,58
2026-02-25,23:42:53,github.com,Software Development,2,252
2026-02-25,23:47:05,stackoverflow.com,Reference & Learning,1,186
2026-02-25,23:50:11,mail.google.com,Communication,0,157
2026-02-25,23:52:49,youtube.com,Entertainment,-2,33
2026-02-25,23:53:22,docs.google.com,Reference & Learning,1,46
2026-02-25,23:54:09,youtube.com,Entertainment,-2,249
2026-02-25,23:58:19,github.com,Software Development,2,167
2026-02-26,00:01:06,VS Code,Software Development,2,138
2026-02-26,00:03:25,terminal,Software Development,2,250
2026-02-26,09:10:27,github.com,Software Development,2,289
2026-02-26,09:15:16,slack.com,Communication,0,243
2026-02-26,09:19:19,mail.google.com,Communication,0,83
2026-02-26,09:20:43,terminal,Software Development,2,251
2026-02-26,09:24:54,mail.google.com,Communication,0,203
2026-02-26,09:28:18,mail.google.com,Communication,0,268
2026-02-26,09:32:46,VS Code,Software Development,2,58
2026-02-26,09:33:44,twitter.com,Social Media,-2,120
2026-02-26,09:35:45,github.com,Software Development,2,147
2026-02-26,09:38:12,VS Code,Software Development,2,236
2026-02-26,09:42:08,youtube.com,Entertainment,-2,111
2026-02-26,09:44:00,youtube.com,Entertainment,-2,309
2026-02-26,21:36:45,terminal,Software Development,2,1327
2026-02-26,21:58:52,VS Code,Software Development,2,1124
2026-02-26,22:17:36,github.com,Software Development,2,1268
2026-02-26,22:38:45,VS Code,Software Development,2,802
2026-02-26,22:52:08,VS Code,Software Development,2,790
2026-02-26,23:05:19,VS Code,Software Development,2,1425
2026-02-26,23:29:04,mail.google.com,Communication,0,62
2026-02-26,23:30:06,youtube.com,Entertainment,-2,224
2026-02-26,23:33:51,docs.google.com,Reference & Learning,1,233
2026-02-26,23:37:45,youtube.com,Entertainment,-2,241
2026-02-26,23:41:46,mail.google.com,Communication,0,308
2026-02-26,23:46:55,VS Code,Software Development,2,151
2026-02-26,23:49:26,stackoverflow.com,Reference & Learning,1,129
2026-02-26,23:51:36,twitter.com,Social Media,-2,102
2026-02-26,23:53:19,docs.google.com,Reference & Learning,1,140
2026-02-26,23:55:39,youtube.com,Entertainment,-2,326
2026-02-27,00:01:06,VS Code,Software Development,2,160
2026-02-27,00:03:46,github.com,Software Development,2,323
2026-02-27,00:09:09,slack.com,Communication,0,1263
2026-02-27,00:30:13,VS Code,Software Development,2,764
2026-02-27,00:42:57,VS Code,Software Development,2,630
2026-02-27,00:53:27,github.com,Software Development,2,878
2026-02-27,01:08:06,VS Code,Software Development,2,482
2026-02-27,01:16:08,VS Code,Software Development,2,1428
2026-02-27,01:39:57,VS Code,Software Development,2,429
2026-02-27,01:47:06,VS Code,Software Development,2,510
2026-02-27,01:55:36,VS Code,Software Development,2,560
2026-02-27,02:04:56,VS Code,Software Development,2,844
2026-02-27,02:19:01,VS Code,Software Development,2,679
2026-02-27,02:30:21,VS Code,Software Development,2,1094
2026-02-27,02:48:35,github.com,Software Development,2,442
2026-02-27,02:55:58,VS Code,Software Development,2,751
2026-02-27,03:08:29,youtube.com,Entertainment,-2,1083
2026-02-27,03:26:33,VS Code,Software Development,2,397
2026-02-27,03:33:10,VS Code,Software Development,2,1094
2026-02-27,03:51:25,VS Code,Software Development,2,489
2026-02-27,03:59:34,VS Code,Software Development,2,453
2026-02-27,04:07:08,VS Code,Software Development,2,1098
2026-02-27,04:25:27,slack.com,Communication,0,533
2026-02-27,04:34:21,VS Code,Software Development,2,460
2026-02-27,04:42:01,VS Code,Software Development,2,1044
2026-02-27,04:59:26,VS Code,Software Development,2,1239
2026-02-27,05:20:05,terminal,Software Development,2,652
2026-02-27,05:30:57,VS Code,Software Development,2,1180
2026-02-27,16:07:16,VS Code,Software Development,2,1249
2026-02-27,16:28:06,VS Code,Software Development,2,536
2026-02-27,16:37:02,VS Code,Software Development,2,785
2026-02-27,16:50:08,VS Code,Software Development,2,1064
2026-02-27,17:07:53,VS Code,Software Development,2,1301
2026-02-27,17:29:35,VS Code,Software Development,2,510
2026-02-27,17:38:05,github.com,Software Development,2,597
2026-02-27,17:48:02,terminal,Software Development,2,301
2026-02-27,17:53:04,github.com,Software Development,2,981
2026-02-27,18:09:25,stackoverflow.com,Reference & Learning,1,742
2026-02-27,18:21:48,VS Code,Software Development,2,428
2026-02-27,18:28:57,VS Code,Software Development,2,602
2026-02-27,18:38:59,VS Code,Software Development,2,1279
2026-02-27,19:00:19,VS Code,Software Development,2,1372
2026-02-27,19:23:11,VS Code,Software Development,2,838
2026-02-27,19:37:09,VS Code,Software Development,2,900
2026-02-27,19:52:10,github.com,Software Development,2,508
2026-02-27,20:00:39,github.com,Software Development,2,859
2026-02-27,20:14:59,VS Code,Software Development,2,439
2026-02-27,20:22:18,github.com,Software Development,2,1416
2026-02-27,20:45:55,VS Code,Software Development,2,653
2026-02-27,20:56:49,VS Code,Software Development,2,1250
2026-02-27,21:17:39,VS Code,Software Development,2,437
2026-02-27,21:24:57,terminal,Software Development,2,900
2026-02-27,21:39:58,github.com,Software Development,2,1478
2026-02-27,22:04:36,github.com,Software Development,2,1205
2026-02-27,22:24:42,terminal,Software Development,2,1471
2026-02-27,22:49:13,VS Code,Software Development,2,717
2026-02-27,23:01:11,VS Code,Software Development,2,981
2026-02-27,23:17:32,VS Code,Software Development,2,401
2026-02-27,23:24:14,VS Code,Software Development,2,1225
2026-02-27,23:44:39,VS Code,Software Development,2,512
2026-02-27,23:53:12,VS Code,Software Development,2,1344
2026-02-28,00:15:36,terminal,Software Development,2,648
2026-02-28,00:26:25,VS Code,Software Development,2,609
2026-02-28,11:07:14,VS Code,Software Development,2,1092
2026-02-28,11:25:27,VS Code,Software Development,2,1347
2026-02-28,11:47:55,VS Code,Software Development,2,1287
2026-02-28,12:09:22,VS Code,Software Development,2,1328
2026-02-28,12:31:31,terminal,Software Development,2,485
2026-02-28,12:39:36,github.com,Software Development,2,630
2026-02-28,12:50:07,VS Code,Software Development,2,433
2026-02-28,12:57:20,github.com,Software Development,2,774
2026-02-28,13:10:15,VS Code,Software Development,2,600
2026-02-28,13:20:15,VS Code,Software Development,2,422
2026-02-28,13:27:18,VS Code,Software Development,2,1322
2026-02-28,13:49:20,VS Code,Software Development,2,1058
2026-02-28,14:06:58,VS Code,Software Development,2,1266
2026-02-28,14:28:05,slack.com,Communication,0,653
2026-02-28,14:38:58,VS Code,Software Development,2,471
2026-02-28,14:46:50,terminal,Software Development,2,710
2026-02-28,14:58:40,mail.google.com,Communication,0,110
2026-02-28,15:00:31,youtube.com,Entertainment,-2,294
2026-02-28,15:05:25,mail.google.com,Communication,0,96
2026-02-28,15:07:02,mail.google.com,Communication,0,47
2026-02-28,15:07:50,VS Code,Software Development,2,229
2026-02-28,15:11:39,stackoverflow.com,Reference & Learning,1,246
2026-02-28,15:15:46,github.com,Software Development,2,191
2026-02-28,15:18:57,VS Code,Software Development,2,167
2026-02-28,15:21:45,youtube.com,Entertainment,-2,292
2026-02-28,15:26:38,slack.com,Communication,0,65
2026-02-28,15:27:43,VS Code,Software Development,2,45
2026-02-28,15:28:29,youtube.com,Entertainment,-2,290
2026-02-28,15:33:20,terminal,Software Development,2,33
2026-02-28,15:33:53,terminal,Software Development,2,44
2026-02-28,15:34:38,VS Code,Software Development,2,149
2026-02-28,15:37:07,stackoverflow.com,Reference & Learning,1,56
2026-02-28,15:38:04,docs.google.com,Reference & Learning,1,233
2026-02-28,15:41:57,slack.com,Communication,0,228
2026-02-28,15:45:46,twitter.com,Social Media,-2,196
2026-02-28,15:49:03,youtube.com,Entertainment,-2,83
2026-02-28,15:50:26,docs.google.com,Reference & Learning,1,79
2026-02-28,15:51:45,docs.google.com,Reference & Learning,1,290
2026-02-28,15:56:35,github.com,Software Development,2,221
2026-02-28,16:00:17,stackoverflow.com,Reference & Learning,1,40
2026-02-28,16:00:57,twitter.com,Social Media,-2,288
2026-02-28,16:05:45,stackoverflow.com,Reference & Learning,1,233
2026-02-28,16:09:39,terminal,Software Development,2,121
2026-02-28,16:11:40,mail.google.com,Communication,0,192
2026-02-28,16:14:52,github.com,Software Development,2,161
2026-02-28,16:17:33,slack.com,Communication,0,100
2026-02-28,16:19:14,youtube.com,Entertainment,-2,248
2026-02-28,16:23:22,slack.com,Communication,0,105
2026-02-28,16:25:08,terminal,Software Development,2,109
2026-02-28,16:26:57,mail.google.com,Communication,0,244
2026-02-28,16:31:01,twitter.com,Social Media,-2,165
2026-02-28,16:33:47,stackoverflow.com,Reference & Learning,1,325
2026-02-28,16:39:13,mail.google.com,Communication,0,123
2026-02-28,16:41:16,terminal,Software Development,2,106
2026-02-28,16:43:02,mail.google.com,Communication,0,271
2026-02-28,16:47:34,github.com,Software Development,2,93
2026-02-28,16:49:08,VS Code,Software Development,2,216
2026-02-28,16:52:44,terminal,Software Development,2,67
2026-02-28,16:53:51,twitter.com,Social Media,-2,51
2026-02-28,16:54:42,twitter.com,Social Media,-2,122
2026-02-28,16:56:44,docs.google.com,Reference & Learning,1,230
2026-02-28,17:00:35,mail.google.com,Communication,0,269
2026-02-28,17:05:04,terminal,Software Development,2,285
2026-02-28,17:09:49,docs.google.com,Reference & Learning,1,134
2026-02-28,17:12:04,youtube.com,Entertainment,-2,256
2026-02-28,17:16:20,VS Code,Software Development,2,325
2026-02-28,17:21:46,VS Code,Software Development,2,770
2026-02-28,17:34:36,VS Code,Software Development,2,384
2026-02-28,17:41:01,VS Code,Software Development,2,443
2026-02-28,17:48:24,github.com,Software Development,2,387
2026-02-28,17:54:52,VS Code,Software Development,2,841
2026-02-28,18:08:54,github.com,Software Development,2,621
2026-02-28,18:19:15,docs.google.com,Reference & Learning,1,877
2026-02-28,18:33:53,VS Code,Software Development,2,602
2026-02-28,18:43:55,terminal,Software Development,2,397
2026-02-28,18:50:32,VS Code,Software Development,2,1310
2026-02-28,19:12:22,VS Code,Software Development,2,385
2026-02-28,19:18:48,VS Code,Software Development,2,884
2026-02-28,19:33:33,VS Code,Software Development,2,954
2026-02-28,19:49:28,VS Code,Software Development,2,576
2026-02-28,19:59:04,terminal,Software Development,2,708
2026-02-28,20:10:53,VS Code,Software Development,2,1488
2026-02-28,20:35:41,VS Code,Software Development,2,989
2026-02-28,20:52:11,terminal,Software Development,2,910
2026-03-01,02:29:43,VS Code,Software Development,2,237
2026-03-01,02:33:40,stackoverflow.com,Reference & Learning,1,267
2026-03-01,02:38:07,github.com,Software Development,2,287
2026-03-01,02:42:55,docs.google.com,Reference & Learning,1,315
2026-03-01,02:48:11,docs.google.com,Reference & Learning,1,290
2026-03-01,02:53:02,docs.google.com,Reference & Learning,1,263
2026-03-01,02:57:25,slack.com,Communication,0,258
2026-03-01,03:01:44,youtube.com,Entertainment,-2,236
2026-03-01,03:05:40,slack.com,Communication,0,45
2026-03-01,03:06:25,mail.google.com,Communication,0,301
2026-03-01,03:11:26,slack.com,Communication,0,152
2026-03-01,03:13:59,slack.com,Communication,0,275
2026-03-01,03:18:34,VS Code,Software Development,2,179
2026-03-01,03:21:34,VS Code,Software Development,2,80
2026-03-01,03:22:55,github.com,Software Development,2,256
2026-03-01,03:27:11,github.com,Software Development,2,200
2026-03-01,03:30:31,VS Code,Software Development,2,288
2026-03-01,03:35:20,docs.google.com,Reference & Learning,1,313
2026-03-01,03:40:33,terminal,Software Development,2,149
2026-03-01,03:43:03,stackoverflow.com,Reference & Learning,1,148
2026-03-01,03:45:31,docs.google.com,Reference & Learning,1,247
2026-03-01,03:49:39,mail.google.com,Communication,0,275
2026-03-01,03:54:14,slack.com,Communication,0,106
2026-03-01,03:56:01,twitter.com,Social Media,-2,37
2026-03-01,03:56:38,slack.com,Communication,0,246
2026-03-01,04:00:45,github.com,Software Development,2,319
2026-03-01,04:06:05,github.com,Software Development,2,209
2026-03-01,04:09:34,slack.com,Communication,0,221
2026-03-01,04:13:15,mail.google.com,Communication,0,199
2026-03-01,04:16:35,mail.google.com,Communication,0,65
2026-03-01,04:17:40,github.com,Software Development,2,299
2026-03-01,04:22:40,VS Code,Software Development,2,264
2026-03-01,04:27:05,slack.com,Communication,0,289
2026-03-01,04:31:55,stackoverflow.com,Reference & Learning,1,313
2026-03-01,04:37:08,stackoverflow.com,Reference & Learning,1,159
2026-03-01,04:39:48,github.com,Software Development,2,62
2026-03-01,04:40:50,github.com,Software Development,2,173
2026-03-01,04:43:43,github.com,Software Development,2,60
2026-03-01,04:44:44,VS Code,Software Development,2,761
2026-03-01,04:57:25,VS Code,Software Development,2,1189
2026-03-01,05:17:15,terminal,Software Development,2,1133
2026-03-01,05:36:08,VS Code,Software Development,2,1234
2026-03-01,05:56:42,terminal,Software Development,2,595
2026-03-01,06:06:38,VS Code,Software Development,2,432
2026-03-01,06:13:50,VS Code,Software Development,2,352
2026-03-01,06:19:42,VS Code,Software Development,2,388
2026-03-01,06:26:11,VS Code,Software Development,2,630
2026-03-01,06:36:42,VS Code,Software Development,2,1021
2026-03-01,06:53:43,VS Code,Software Development,2,1348
2026-03-01,07:16:12,VS Code,Software Development,2,428
2026-03-01,07:23:21,VS Code,Software Development,2,1287
2026-03-01,07:44:48,VS Code,Software Development,2,492
2026-03-01,07:53:00,terminal,Software Development,2,1179
2026-03-01,08:12:39,terminal,Software Development,2,1345
2026-03-01,08:35:05,stackoverflow.com,Reference & Learning,1,306
2026-03-01,08:40:12,twitter.com,Social Media,-2,60
2026-03-01,08:41:12,github.com,Software Development,2,208
2026-03-01,08:44:41,youtube.com,Entertainment,-2,148
2026-03-01,08:47:09,slack.com,Communication,0,249
2026-03-01,08:51:19,terminal,Software Development,2,240
2026-03-01,08:55:20,twitter.com,Social Media,-2,171
2026-03-01,08:58:12,stackoverflow.com,Reference & Learning,1,71
2026-03-01,08:59:24,terminal,Software Development,2,92
2026-03-01,09:00:57,slack.com,Communication,0,146
2026-03-01,09:03:23,twitter.com,Social Media,-2,78
2026-03-01,09:04:42,mail.google.com,Communication,0,53
2026-03-01,09:05:36,stackoverflow.com,Reference & Learning,1,290
2026-03-01,09:10:26,twitter.com,Social Media,-2,117
2026-03-01,09:12:23,stackoverflow.com,Reference & Learning,1,41
2026-03-01,09:13:04,VS Code,Software Development,2,112
2026-03-01,09:14:57,terminal,Software Development,2,306
2026-03-01,09:20:04,github.com,Software Development,2,166
2026-03-01,09:22:50,slack.com,Communication,0,245
2026-03-01,09:26:55,slack.com,Communication,0,324
2026-03-01,09:32:19,github.com,Software Development,2,226
2026-03-01,09:36:06,twitter.com,Social Media,-2,55
2026-03-01,09:37:01,github.com,Software Development,2,147
2026-03-01,09:39:28,terminal,Software Development,2,148
2026-03-01,09:41:56,terminal,Software Development,2,244
2026-03-01,09:46:01,terminal,Software Development,2,54
2026-03-01,09:46:55,twitter.com,Social Media,-2,327
2026-03-01,09:52:22,terminal,Software Development,2,118
2026-03-01,09:54:20,mail.google.com,Communication,0,113
2026-03-01,09:56:14,github.com,Software Development,2,157
2026-03-01,09:58:52,mail.google.com,Communication,0,191
2026-03-01,10:02:03,VS Code,Software Development,2,272
2026-03-01,10:06:35,stackoverflow.com,Reference & Learning,1,167
2026-03-01,10:09:23,VS Code,Software Development,2,86
2026-03-01,10:10:50,terminal,Software Development,2,194
2026-03-01,10:14:04,twitter.com,Social Media,-2,274
2026-03-01,10:18:38,docs.google.com,Reference & Learning,1,168
2026-03-01,10:21:27,github.com,Software Development,2,108
2026-03-01,10:23:15,mail.google.com,Communication,0,278
2026-03-01,10:27:53,github.com,Software Development,2,295
2026-03-01,10:32:49,mail.google.com,Communication,0,251
2026-03-01,10:37:00,terminal,Software Development,2,42
2026-03-01,10:37:43,terminal,Software Development,2,293
2026-03-01,10:42:37,mail.google.com,Communication,0,310
2026-03-01,10:47:47,VS Code,Software Development,2,278
2026-03-01,10:52:26,github.com,Software Development,2,205
2026-03-01,10:55:52,youtube.com,Entertainment,-2,328
2026-03-01,11:01:20,twitter.com,Social Media,-2,112
2026-03-01,11:03:13,VS Code,Software Development,2,184
2026-03-01,11:06:18,github.com,Software Development,2,53
2026-03-01,11:07:11,twitter.com,Social Media,-2,225
2026-03-01,11:10:57,youtube.com,Entertainment,-2,34
2026-03-01,11:11:31,stackoverflow.com,Reference & Learning,1,315
2026-03-01,11:16:47,VS Code,Software Development,2,190
2026-03-01,11:19:57,stackoverflow.com,Reference & Learning,1,274
2026-03-01,11:24:32,slack.com,Communication,0,178
2026-03-01,11:27:31,twitter.com,Social Media,-2,285
2026-03-01,11:32:16,slack.com,Communication,0,248
2026-03-01,11:36:25,docs.google.com,Reference & Learning,1,149
2026-03-01,11:38:55,twitter.com,Social Media,-2,165
2026-03-01,11:41:40,docs.google.com,Reference & Learning,1,208
2026-03-01,11:45:08,slack.com,Communication,0,134
2026-03-01,11:47:23,terminal,Software Development,2,183
2026-03-01,11:50:26,docs.google.com,Reference & Learning,1,236
2026-03-01,11:54:22,stackoverflow.com,Reference & Learning,1,203
2026-03-01,11:57:45,terminal,Software Development,2,129
2026-03-01,11:59:55,VS Code,Software Development,2,50
2026-03-01,12:00:46,terminal,Software Development,2,62
2026-03-01,12:01:48,stackoverflow.com,Reference & Learning,1,209
2026-03-01,12:05:17,VS Code,Software Development,2,483
2026-03-01,12:13:20,slack.com,Communication,0,698
2026-03-01,12:24:58,VS Code,Software Development,2,607
2026-03-01,12:35:06,VS Code,Software Development,2,1208
2026-03-01,12:55:15,VS Code,Software Development,2,537
2026-03-01,13:04:12,terminal,Software Development,2,1167
2026-03-01,13:23:40,VS Code,Software Development,2,1211
2026-03-01,13:43:52,github.com,Software Development,2,706
2026-03-01,13:55:38,VS Code,Software Development,2,492
2026-03-01,14:03:51,VS Code,Software Development,2,725
2026-03-01,14:15:57,VS Code,Software Development,2,1138
2026-03-01,14:34:55,terminal,Software Development,2,1478
2026-03-01,14:59:34,terminal,Software Development,2,1498
2026-03-01,15:24:33,slack.com,Communication,0,591
2026-03-01,15:34:24,VS Code,Software Development,2,380
2026-03-01,15:40:45,VS Code,Software Development,2,790
2026-03-01,15:53:56,VS Code,Software Development,2,1210
2026-03-01,16:14:06,VS Code,Software Development,2,851
2026-03-01,16:28:17,github.com,Software Development,2,94
2026-03-01,16:29:51,youtube.com,Entertainment,-2,276
2026-03-01,16:34:28,twitter.com,Social Media,-2,176
2026-03-01,16:37:24,terminal,Software Development,2,243
2026-03-01,16:41:28,docs.google.com,Reference & Learning,1,191
2026-03-01,16:44:39,terminal,Software Development,2,203
2026-03-01,16:48:03,VS Code,Software Development,2,290
2026-03-01,16:52:54,github.com,Software Development,2,280
2026-03-01,16:57:35,mail.google.com,Communication,0,245
2026-03-01,17:01:40,github.com,Software Development,2,36
2026-03-01,17:02:17,terminal,Software Development,2,281
2026-03-01,17:06:58,terminal,Software Development,2,85
2026-03-01,17:08:24,terminal,Software Development,2,214
2026-03-01,17:11:58,mail.google.com,Communication,0,77
2026-03-01,17:13:16,twitter.com,Social Media,-2,297
2026-03-01,17:18:14,github.com,Software Development,2,113
2026-03-01,17:20:07,twitter.com,Social Media,-2,213
2026-03-01,17:23:41,VS Code,Software Development,2,272
2026-03-01,17:28:14,slack.com,Communication,0,106
2026-03-01,17:30:00,terminal,Software Development,2,40
2026-03-01,17:30:41,github.com,Software Development,2,68
2026-03-01,17:31:49,VS Code,Software Development,2,94
2026-03-01,17:33:23,mail.google.com,Communication,0,265
2026-03-01,17:37:49,youtube.com,Entertainment,-2,137
2026-03-01,17:40:06,docs.google.com,Reference & Learning,1,329
2026-03-01,17:45:36,stackoverflow.com,Reference & Learning,1,212
2026-03-01,17:49:09,twitter.com,Social Media,-2,243
2026-03-01,17:53:12,stackoverflow.com,Reference & Learning,1,225
2026-03-01,17:56:57,github.com,Software Development,2,193
2026-03-01,18:00:11,stackoverflow.com,Reference & Learning,1,101
2026-03-01,18:01:52,slack.com,Communication,0,192
2026-03-01,18:05:04,slack.com,Communication,0,315
2026-03-01,18:10:20,youtube.com,Entertainment,-2,192
2026-03-01,18:13:33,VS Code,Software Development,2,223
2026-03-01,18:17:16,stackoverflow.com,Reference & Learning,1,153
2026-03-01,18:19:50,stackoverflow.com,Reference & Learning,1,310
2026-03-01,18:25:01,VS Code,Software Development,2,321
2026-03-01,18:30:22,youtube.com,Entertainment,-2,267
2026-03-01,18:34:49,terminal,Software Development,2,133
2026-03-01,18:37:03,twitter.com,Social Media,-2,223
2026-03-01,18:40:46,mail.google.com,Communication,0,257
2026-03-01,18:45:03,terminal,Software Development,2,329
2026-03-01,18:50:33,stackoverflow.com,Reference & Learning,1,59
2026-03-01,18:51:32,slack.com,Communication,0,256
2026-03-01,18:55:49,slack.com,Communication,0,120
2026-03-01,18:57:50,mail.google.com,Communication,0,234
